	Inflected_Word	Lemma
1990	অপ্রত্যাশিতই	অপ্রত্যাশিত
1991	অপ্রত্যাশিতও	অপ্রত্যাশিত
1992	অপ্রত্যাশিতভাবে	অপ্রত্যাশিত
1993	অপ্রত্যাশিতভাবেই	অপ্রত্যাশিত
1994	অপ্রত্যাশিতের	অপ্রত্যাশিত
1995	অপ্রসন্ন	প্রসন্ন
1996	অপ্রস্তুত	অপ্রস্তুত
1997	অপ্রস্তুতও	অপ্রস্তুত
1998	অপ্রস্তুতভাবে	অপ্রস্তুত
1999	অপ্রস্তুতি	অপ্রস্তুত
2000	অপ্রস্তুতিই	অপ্রস্তুত
2001	অপ্রস্তুতির	অপ্রস্তুত
2002	অপ্রাপ্তবয়স্ক	অপ্রাপ্তবয়স্ক
2003	অপ্রাপ্তবয়স্ককে	অপ্রাপ্তবয়স্ক
2004	অপ্রাপ্তবয়স্কদের	অপ্রাপ্তবয়স্ক
2005	অপ্রাপ্তবয়স্করা	অপ্রাপ্তবয়স্ক
2006	অপ্রাপ্তবয়স্করাই	অপ্রাপ্তবয়স্ক
2007	অপ্রাপ্তবয়স্কা	অপ্রাপ্তবয়স্ক
2008	অপ্রাপ্তি	অপ্রাপ্তি
2009	অপ্রাপ্তিই	অপ্রাপ্তি
2010	অপ্রাপ্তিও	অপ্রাপ্তি
2011	অপ্রাপ্তিতে	অপ্রাপ্তি
2012	অপ্রাপ্তির	অপ্রাপ্তি
2013	অপ্রাসঙ্গিক	অপ্রাসঙ্গিক
2014	অপ্রাসঙ্গিকই	অপ্রাসঙ্গিক
2015	অপ্রাসঙ্গিকতার	অপ্রাসঙ্গিক
2016	অপ্রাসঙ্গিকতায়	অপ্রাসঙ্গিক
2017	অপ্রাসঙ্গিকভাবে	অপ্রাসঙ্গিক
2018	অপ্রিয়	অপ্রিয়
2019	অপ্রিয়ই	অপ্রিয়
2020	অপ্রিয়বাদিনী	অপ্রিয়
2021	অপ্রিয়বাদী	অপ্রিয়
2022	অপ্রিয়ভাজন	অপ্রিয়
2023	অপ্রিয়ভাষিণী	অপ্রিয়
2024	অপ্রিয়ভাষী	অপ্রিয়
2025	অপ্রীতিকর	প্রীতি
2026	অপ্সরা	অপ্সরা
2027	অপ্সরার	অপ্সরা
2028	অপ্সরী	অপ্সরা
2029	অপ্সরীকে	অপ্সরা
2030	অপ্সরীগণসহ	অপ্সরা
2031	অপ্সরীদের	অপ্সরা
2032	অফ	অফ
2033	অফিস	অফিস
2034	অফিসই	অফিস
2035	অফিসও	অফিস
2036	অফিসকক্ষ	অফিস
2037	অফিসগুলোর	অফিস
2038	অফিসঘর	অফিস
2039	অফিসসমূহের	অফিস
2040	অফিসার	অফিসার
2041	অফিসারকে	অফিসার
2042	অফিসাররা	অফিসার
2043	অফিসারের	অফিসার
2044	অফিসে	অফিস
2045	অফিসের	অফিস
2046	অব	অব
2047	অবকাঠামো	অবকাঠামো
2048	অবকাঠামোগত	অবকাঠামো
2049	অবকাশ	অবকাশ
2050	অবকাশই	অবকাশ
2051	অবকাশও	অবকাশ
2052	অবকাশকালীন	অবকাশ
2053	অবকাশকালে	অবকাশ
2054	অবকাশকেন্দ্র	অবকাশ
2055	অবকাশটুকু	অবকাশ
2056	অবকাশে	অবকাশ
2057	অবক্ষয়	অবক্ষয়
2058	অবক্ষয়ও	অবক্ষয়
2059	অবক্ষয়কে	অবক্ষয়
2060	অবক্ষয়কেই	অবক্ষয়
2061	অবক্ষয়টিও	অবক্ষয়
2062	অবক্ষয়িত	অবক্ষয়
2063	অবক্ষয়ী	অবক্ষয়
2064	অবগত	অবগত
2065	অবগতও	অবগত
2066	অবগতদের	অবগত
2067	অবগতি	অবগত
2068	অবগতির	অবগত
2069	অবগাহন	অবগাহন
2070	অবগাহনও	অবগাহন
2071	অবগাহনরত	অবগাহন
2072	অবগাহনে	অবগাহন
2073	অবগাহনের	অবগাহন
2074	অবগুণ্ঠন	অবগুণ্ঠন
2075	অবগুণ্ঠনবতী	অবগুণ্ঠন
2076	অবগুণ্ঠনে	অবগুণ্ঠন
2077	অবগুণ্ঠনের	অবগুণ্ঠন
2078	অবগুণ্ঠিত	অবগুণ্ঠন
2079	অবচেতন	অবচেতন
2080	অবচেতনই	অবচেতন
2081	অবচেতনকে	অবচেতন
2082	অবচেতনভাবে	অবচেতন
2083	অবচেতনমনে	অবচেতন
2084	অবজ্ঞা	অবজ্ঞা
2085	অবজ্ঞাই	অবজ্ঞা
2086	অবজ্ঞাও	অবজ্ঞা
2087	অবজ্ঞাত	অবজ্ঞা
2088	অবজ্ঞাপূর্ণ	অবজ্ঞা
2089	অবজ্ঞাভরে	অবজ্ঞা
2090	অবজ্ঞার	অবজ্ঞা
2091	অবতরণ	অবতরণ
2092	অবতরণও	অবতরণ
2093	অবতরণকারী	অবতরণ
2094	অবতরণকালে	অবতরণ
2095	অবতরণকেন্দ্র	অবতরণ
2096	অবতরণটা	অবতরণ
2097	অবতরণসহ	অবতরণ
2098	অবতরণের	অবতরণ
2099	অবতার	অবতার
2100	অবতারকে	অবতার
2101	অবতারগণ	অবতার
2102	অবতারণা	অবতার
2103	অবতারণার	অবতার
2104	অবতারণিকা	অবতার
2105	অবতারণী	অবতার
2106	অবদমন	অবদমন
2107	অবদমনকে	অবদমন
2108	অবদমনের	অবদমন
2109	অবদমিত	অবদমন
2110	অবদান	অবদান
2111	অবদানই	অবদান
2112	অবদানও	অবদান
2113	অবদানকারী	অবদান
2114	অবদানকে	অবদান
2115	অবদানের	অবদান
2116	অবধূতে	অবধূত
2117	অবনত	অবনত
2118	অবনতভাবে	অবনত
2119	অবনতা	অবনত
2120	অবনতি	অবনত
2121	অবনতিই	অবনত
2122	অবনতিও	অবনত
2123	অবনতিকে	অবনত
2124	অবনমন	অবনমন
2125	অবনমনই	অবনমন
2126	অবনমনও	অবনমন
2127	অবনমনের	অবনমন
2128	অবনমিত	অবনমন
2129	অবনম্র	অবনম্র
2130	অবনী	অবনী
2131	অবনীতল	অবনী
2132	অবনীন্দ্রনাথ	অবনী
2133	অবনীন্দ্রনাথের	অবনী
2134	অবনীপতি	অবনী
2135	অবনীভূষণ	অবনী
2136	অববাহিকা	অববাহিকা
2137	অববাহিকাই	অববাহিকা
2138	অববাহিকাগুলোর	অববাহিকা
2139	অববাহিকাজুড়ে	অববাহিকা
2140	অববাহিকার	অববাহিকা
2141	অববাহিকায়	অববাহিকা
2142	অবমাননা	অবমাননা
2143	অবমাননাই	অবমাননা
2144	অবমাননাকর	অবমাননা
2145	অবমাননাকারী	অবমাননা
2146	অবমাননার	অবমাননা
2147	অবমাননায়	অবমাননা
2148	অবরোধ	অবরোধ
2149	অবরোধকারীরা	অবরোধ
2150	অবরোধের	অবরোধ
2151	অবরোধ	অবরোধ
2152	অবরোধই	অবরোধ
2153	অবরোধও	অবরোধ
2154	অবরোধক	অবরোধ
2155	অবরোধের	অবরোধ
2156	অবর্তমানে	বর্তমান
2157	অবলম্বন	অবলম্বন
2158	অবলম্বনও	অবলম্বন
2159	অবলম্বনকারী	অবলম্বন
2160	অবলম্বনকে	অবলম্বন
2161	অবলম্বনটি	অবলম্বন
2162	অবলম্বনটুকু	অবলম্বন
2163	অবলোকন	অবলোকন
2164	অবলোকনকারী	অবলোকন
2165	অবলোকনে	অবলোকন
2166	অবলোকনের	অবলোকন
2167	অবলোকিত	অবলোকন
2168	অবশ	অবশ
2169	অবশই	অবশ
2170	অবশকরণ	অবশ
2171	অবশকরণজনিত	অবশ
2172	অবশিষ্ট	অবশিষ্ট
2173	অবশিষ্টও	অবশিষ্ট
2174	অবশিষ্টগুলো	অবশিষ্ট
2175	অবশিষ্টরা	অবশিষ্ট
2176	অবশিষ্টাংশ	অবশিষ্ট
2177	অবশিষ্টের	অবশিষ্ট
2178	অবশেষে	অবশেষ
2179	অবশ্য	অবশ্য
2180	অবশ্যই	অবশ্য
2181	অবসর	অবসর
2182	অবসরই	অবসর
2183	অবসরও	অবসর
2184	অবসরকালীন	অবসর
2185	অবসরকালে	অবসর
2186	অবসরকে	অবসর
2187	অবসরগ্রহণ	অবসর
2188	অবসরপ্রাপ্ত	অবসরপ্রাপ্ত
2189	অবসরোত্তর	অবসরোত্ত
2190	অবসাদ	অবসাদ
2191	অবসাদগ্রস্ত	অবসাদ
2192	অবসাদগ্রস্ততার	অবসাদ
2193	অবসাদজনিত	অবসাদ
2194	অবসাদমুক্ত	অবসাদ
2195	অবসাদে	অবসাদ
2196	অবসাদের	অবসাদ
2197	অবসাদেরও	অবসাদ
2198	অবসান	অবসান
2199	অবসানই	অবসান
2200	অবসানও	অবসান
2201	অবসানকল্পে	অবসান
2202	অবসানকারী	অবসান
2203	অবসানকে	অবসান
2204	অবসানটা	অবসান
2205	অবস্তুকে	বস্তু
2206	অবস্থা	অবস্থা
2207	অবস্থাই	অবস্থা
2208	অবস্থাও	অবস্থা
2209	অবস্থাকালীন	অবস্থা
2210	অবস্থাকে	অবস্থা
2211	অবস্থাগত	অবস্থা
2212	অবস্থান	অবস্থান
2213	অবস্থানই	অবস্থান
2214	অবস্থানও	অবস্থান
2215	অবস্থানস্থলে	অবস্থানস্থল
2216	অবস্থানে	অবস্থান
2217	অবস্থানের	অবস্থান
2218	অবস্থার	অবস্থা
2219	অবস্থার	অবস্থান
2220	অবস্থারই	অবস্থান
2221	অবস্থারও	অবস্থান
2222	অবস্থায়	অবস্থা
2223	অবস্থায়ে	অবস্থা
2224	অবস্থিত	অবস্থিত
2225	অবহিত	অবহিত
2226	অবহেলা	অবহেলা
2227	অবহেলাই	অবহেলা
2228	অবহেলাও	অবহেলা
2229	অবহেলাকারী	অবহেলা
2230	অবহেলার	অবহেলা
2231	অবহেলারই	অবহেলা
2232	অবহেলায়	অবহেলা
2233	অবহেলিত	অবহেলা
2234	অবাক	অবাক
2235	অবাক্যে	বাক্য
2236	অবাধ	অবাধ
2237	অবাধে	অবাধ
2238	অবাধেই	অবাধ
2239	অবাধের	অবাধ
2240	অবাধেরই	অবাধ
2241	অবাধ্য	অবাধ্য
2242	অবাধ্যতা	অবাধ্য
2243	অবাধ্যতাকে	অবাধ্য
2244	অবাধ্যতার	অবাধ্য
2245	অবাস্তব	অবাস্তব
2246	অবাস্তবই	অবাস্তব
2247	অবাস্তবও	অবাস্তব
2248	অবাস্তবতার	অবাস্তব
2249	অবাস্তবের	অবাস্তব
2250	অবিকল	অবিকল
2251	অবিকলভাবে	অবিকল
2252	অবিকলরূপ	অবিকল
2253	অবিকল্প	অবিকল
2254	অবিচল	অবিচল
2255	অবিচলতা	অবিচল
2256	অবিচলভাবে	অবিচল
2257	অবিচলিত	অবিচল
2258	অবিচলিত	বিচলিত
2259	অবিচার	অবিচার
2260	অবিচারই	অবিচার
2261	অবিচারও	অবিচার
2262	অবিচারকারী	অবিচার
2263	অবিচারকে	অবিচার
2264	অবিচারটা	অবিচার
2265	অবিচারে	অবিচার
2266	অবিচ্ছিন্ন	অবিচ্ছিন্ন
2267	অবিচ্ছিন্নতা	অবিচ্ছিন্ন
2268	অবিচ্ছিন্নতার	অবিচ্ছিন্ন
2269	অবিচ্ছিন্নভাবে	অবিচ্ছিন্ন
2270	অবিচ্ছিন্নভাবেই	অবিচ্ছিন্ন
2271	অবিচ্ছেদ্য	বিচ্ছেদ
2272	অবিনাশ	অবিনাশ
2273	অবিবাহিত	অবিবাহিত
2274	অবিবাহিত	বিবাহ
2275	অবিবাহিতদের	অবিবাহিত
2276	অবিবাহিতরা	অবিবাহিত
2277	অবিবাহিতা	অবিবাহিত
2278	অবিবেচক	অবিবেচক
2279	অবিবেচকশ্রেণীর	অবিবেচকশ্রেণী
2280	অবিবেচনাপ্রসূত	অবিবেচনা
2281	অবিলম্ব	অবিলম্ব
2282	অবিলম্বিত	অবিলম্ব
2283	অবিলম্বে	অবিলম্বে
2284	অবিলম্বে	বিলম্ব
2285	অবিলম্বেই	অবিলম্বে
2286	অবিলম্বের	অবিলম্বে
2287	অবিশ্বাস	অবিশ্বাস
2288	অবিশ্বাসই	অবিশ্বাস
2289	অবিশ্বাসও	অবিশ্বাস
2290	অবিশ্বাসকে	অবিশ্বাস
2291	অবিশ্বাসে	অবিশ্বাস
2292	অবিশ্বাসের	অবিশ্বাস
2293	অবিসংবাদ	অবিসংবাদ
2294	অবিসংবাদিত	অবিসংবাদ
2295	অবিসংবাদিতভাবে	অবিসংবাদ
2296	অবিসংবাদিনী	অবিসংবাদ
2297	অবিসংবাদী	অবিসংবাদ
2298	অবিসংবাদে	অবিসংবাদ
2299	অবুঝ	অবুঝ
2300	অবুঝকে	অবুঝ
2301	অবুঝে	অবুঝ
2302	অবুঝের	অবুঝ
2303	অবেলা	অবেলা
2304	অবেলাতে	অবেলা
2305	অবেলার	অবেলা
2306	অবেলায়	অবেলা
2307	অবৈধ	অবৈধ
2308	অব্দ	অব্দ
2309	অব্দি	অব্দ
2310	অব্দে	অব্দ
2311	অব্দেও	অব্দ
2312	অব্দের	অব্দ
2313	অব্যক্ত	ব্যক্ত
2314	অব্যবস্থা	অব্যবস্থা
2315	অব্যবস্থাই	অব্যবস্থা
2316	অব্যবস্থাও	অব্যবস্থা
2317	অব্যবস্থাকে	অব্যবস্থা
2318	অব্যবস্থার	অব্যবস্থা
2319	অব্যবস্থায়	অব্যবস্থা
2320	অব্যবস্থিতচিত্ত	ব্যবস্থাচিত্ত
2321	অব্যাহত	অব্যাহত
2322	অব্যাহতই	অব্যাহত
2323	অব্যাহতও	অব্যাহত
2324	অব্যাহতভাবে	অব্যাহত
2325	অব্যাহতভাবেই	অব্যাহত
2326	অব্যাহতি	অব্যাহত
2327	অব্যয়	অব্যয়
2328	অব্যয়গুলোর	অব্যয়
2329	অব্যয়জাত	অব্যয়
2330	অব্যয়টি	অব্যয়
2331	অব্যয়বাচক	অব্যয়
2332	অব্যয়সূচক	অব্যয়
2333	অব্যয়িত	অব্যয়
2334	অব্যয়ীভাব	অব্যয়
2335	অব্যয়ে	অব্যয়
2336	অব্যয়ের	অব্যয়
2337	অবয়ব	অবয়ব
2338	অবয়বই	অবয়ব
2339	অবয়বও	অবয়ব
2340	অবয়বকে	অবয়ব
2341	অবয়বগত	অবয়ব
2342	অবয়বগুলোকে	অবয়ব
2343	অভদ্র	অভদ্র
2344	অভদ্রজনোচিত	অভদ্র
2345	অভদ্রতা	অভদ্র
2346	অভদ্রতার	অভদ্র
2347	অভদ্রভাবে	অভদ্র
2348	অভাগা	অভাগা
2349	অভাগাই	অভাগা
2350	অভাগার	অভাগা
2351	অভাগারা	অভাগা
2352	অভাগারাই	অভাগা
2353	অভাগিনী	অভাগী
2354	অভাগিনীগণ	অভাগী
2355	অভাগিনীর	অভাগী
2356	অভাগী	অভাগী
2357	অভাগীর	অভাগী
2358	অভাজন	অভাজন
2359	অভাজনের	অভাজন
2360	অভাজনেরা	অভাজন
2361	অভাজনেরাও	অভাজন
2362	অভাব	অভাব
2363	অভাবই	অভাব
2364	অভাবও	অভাব
2365	অভাবকে	অভাব
2366	অভাবকেই	অভাব
2367	অভাবটা	অভাব
2368	অভাবে	অভাব
2369	অভিকর্ষ	অভিকর্ষ
2370	অভিকর্ষকেন্দ্র	অভিকর্ষ
2371	অভিকর্ষজ	অভিকর্ষ
2372	অভিকর্ষের	অভিকর্ষ
2373	অভিকষর্	অভিকর্ষ
2374	অভিগমন	অভিগমন
2375	অভিগমনকারী	অভিগমন
2376	অভিগমনের	অভিগমন
2377	অভিগম্যতা	অভিগমন
2378	অভিঘাত	অভিঘাত
2379	অভিঘাতই	অভিঘাত
2380	অভিঘাতও	অভিঘাত
2381	অভিঘাতকে	অভিঘাত
2382	অভিঘাতগুলো	অভিঘাত
2383	অভিঘাতজনিত	অভিঘাত
2384	অভিঘাতটা	অভিঘাত
2385	অভিজাত	অভিজাত
2386	অভিজাতচর্চার	অভিজাত
2387	অভিজাততন্ত্র	অভিজাত
2388	অভিজাততন্ত্রের	অভিজাত
2389	অভিজাততম	অভিজাত
2390	অভিজাতদের	অভিজাত
2391	অভিজ্ঞ	অভিজ্ঞ
2392	অভিজ্ঞই	অভিজ্ঞ
2393	অভিজ্ঞও	অভিজ্ঞ
2394	অভিজ্ঞকারও	অভিজ্ঞ
2395	অভিজ্ঞজনদের	অভিজ্ঞ
2396	অভিজ্ঞতা	অভিজ্ঞতা
2397	অভিজ্ঞতাই	অভিজ্ঞতা
2398	অভিজ্ঞতাও	অভিজ্ঞতা
2399	অভিজ্ঞতাকে	অভিজ্ঞতা
2400	অভিজ্ঞতাগুলো	অভিজ্ঞতা
2401	অভিজ্ঞতাটা	অভিজ্ঞতা
2402	অভিজ্ঞান	অভিজ্ঞান
2403	অভিজ্ঞানটির	অভিজ্ঞান
2404	অভিজ্ঞানপত্র	অভিজ্ঞান
2405	অভিজ্ঞানে	অভিজ্ঞান
2406	অভিজ্ঞানের	অভিজ্ঞান
2407	অভিধান	অভিধান
2408	অভিধানই	অভিধান
2409	অভিধানও	অভিধান
2410	অভিধানকারেরা	অভিধান
2411	অভিধানকে	অভিধান
2412	অভিধানগুলো	অভিধান
2413	অভিনন্দন	অভিনন্দন
2414	অভিনন্দনই	অভিনন্দন
2415	অভিনন্দনও	অভিনন্দন
2416	অভিনন্দনটা	অভিনন্দন
2417	অভিনন্দনসহ	অভিনন্দন
2418	অভিনন্দনে	অভিনন্দন
2419	অভিনন্দনের	অভিনন্দন
2420	অভিনব	অভিনব
2421	অভিনবই	অভিনব
2422	অভিনবও	অভিনব
2423	অভিনবত্ব	অভিনব
2424	অভিনবত্বে	অভিনব
2425	অভিনবভাবে	অভিনব
2426	অভিনেতা	অভিনেতা
2427	অভিনেতাই	অভিনেতা
2428	অভিনেতাও	অভিনেতা
2429	অভিনেতাকে	অভিনেতা
2430	অভিনেতার	অভিনেতা
2431	অভিনেতারা	অভিনেতা
2432	অভিনেত্রী	অভিনেত্রী
2433	অভিনেত্রীও	অভিনেত্রী
2434	অভিনেত্রীকে	অভিনেত্রী
2435	অভিনেত্রীটি	অভিনেত্রী
2436	অভিনেত্রীদের	অভিনেত্রী
2437	অভিনেত্রীর	অভিনেত্রী
2438	অভিন্ন	অভিন্ন
2439	অভিন্নকণ্ঠ	অভিন্ন
2440	অভিন্নতা	অভিন্ন
2441	অভিন্নত্ব	অভিন্ন
2442	অভিন্নহূদয়	অভিন্ন
2443	অভিনয়	অভিনয়
2444	অভিনয়ই	অভিনয়
2445	অভিনয়ও	অভিনয়
2446	অভিনয়কে	অভিনয়
2447	অভিনয়টা	অভিনয়
2448	অভিনয়টি	অভিনয়
2449	অভিনয়ের	অভিনয়
2450	অভিপ্রায়	অভিপ্রায়
2451	অভিপ্রায়ও	অভিপ্রায়
2452	অভিপ্রায়কে	অভিপ্রায়
2453	অভিপ্রায়টা	অভিপ্রায়
2454	অভিপ্রায়টিই	অভিপ্রায়
2455	অভিপ্রায়ে	অভিপ্রায়
2456	অভিবাদন	অভিবাদন
2457	অভিবাদনকারী	অভিবাদন
2458	অভিবাদনটা	অভিবাদন
2459	অভিবাদনটুকু	অভিবাদন
2460	অভিবাদনসূচক	অভিবাদন
2461	অভিবাদনের	অভিবাদন
2462	অভিবাসন	অভিবাসন
2463	অভিবাসনকে	অভিবাসন
2464	অভিবাসননীতির	অভিবাসন
2465	অভিবাসনপত্র	অভিবাসন
2466	অভিবাসনে	অভিবাসন
2467	অভিবাসনের	অভিবাসন
2468	অভিবাসী	অভিবাসী
2469	অভিবাসীকে	অভিবাসী
2470	অভিবাসীগ্রহীতায়	অভিবাসী
2471	অভিবাসীদের	অভিবাসী
2472	অভিবাসীদেরই	অভিবাসী
2473	অভিবাসীর	অভিবাসী
2474	অভিবাসীরা	অভিবাসী
2475	অভিব্যক্তি	অভিব্যক্তি
2476	অভিব্যক্তিই	অভিব্যক্তি
2477	অভিব্যক্তিকে	অভিব্যক্তি
2478	অভিব্যক্তিগুলো	অভিব্যক্তি
2479	অভিব্যক্তিটা	অভিব্যক্তি
2480	অভিব্যক্তিটি	অভিব্যক্তি
2481	অভিভাবক	অভিভাবক
2482	অভিভাবকই	অভিভাবক
2483	অভিভাবকও	অভিভাবক
2484	অভিভাবককে	অভিভাবক
2485	অভিভাবকগণ	অভিভাবক
2486	অভিভাবকতুল্য	অভিভাবক
2487	অভিভাবকত্ব	অভিভাবকত্ব
2488	অভিভাবকত্বসহ	অভিভাবকত্ব
2489	অভিভাবকত্বহীনতায়	অভিভাবকত্ব
2490	অভিভাবকত্বে	অভিভাবকত্ব
2491	অভিভাবকত্বেই	অভিভাবকত্ব
2492	অভিভাবকত্বের	অভিভাবকত্ব
2493	অভিভাষণ	অভিভাষণ
2494	অভিভাষণে	অভিভাষণ
2495	অভিভাষণেই	অভিভাষণ
2496	অভিভাষণের	অভিভাষণ
2497	অভিভাষণেরই	অভিভাষণ
2498	অভিভূত	অভিভূত
2499	অভিভূতই	অভিভূত
2500	অভিভূতও	অভিভূত
2501	অভিভূতওর	অভিভূত
2502	অভিভূতি	অভিভূত
2503	অভিভূতের	অভিভূত
2504	অভিমত	অভিমত
2505	অভিমতও	অভিমত
2506	অভিমতকে	অভিমত
2507	অভিমতটুকু	অভিমত
2508	অভিমতে	অভিমত
2509	অভিমতের	অভিমত
2510	অভিমান	অভিমান
2511	অভিমানই	অভিমান
2512	অভিমানও	অভিমান
2513	অভিমানকেই	অভিমান
2514	অভিমানগুলো	অভিমান
2515	অভিমানটা	অভিমান
2516	অভিমানিনী	অভিমান
2517	অভিমুখ	অভিমুখ
2518	অভিমুখকে	অভিমুখ
2519	অভিমুখী	অভিমুখ
2520	অভিমুখে	অভিমুখ
2521	অভিমুখের	অভিমুখ
2522	অভিযাত্রী	অভিযাত্রী
2523	অভিযাত্রীই	অভিযাত্রী
2524	অভিযাত্রীও	অভিযাত্রী
2525	অভিযাত্রীকে	অভিযাত্রী
2526	অভিযাত্রীটি	অভিযাত্রী
2527	অভিযাত্রীদের	অভিযাত্রী
2528	অভিযাত্রীর	অভিযাত্রী
2529	অভিযান	অভিযান
2530	অভিযানই	অভিযান
2531	অভিযানও	অভিযান
2532	অভিযানকারী	অভিযান
2533	অভিযানকালে	অভিযান
2534	অভিযানকে	অভিযান
2535	অভিযানে	অভিযান
2536	অভিযুক্ত	অভিযুক্ত
2537	অভিযুক্তই	অভিযুক্ত
2538	অভিযুক্তকে	অভিযুক্ত
2539	অভিযুক্তদের	অভিযুক্ত
2540	অভিযুক্তরা	অভিযুক্ত
2541	অভিযুক্তে	অভিযুক্ত
2542	অভিযুক্তের	অভিযুক্ত
2543	অভিযোগ	অভিযোগ
2544	অভিযোগও	অভিযোগ
2545	অভিযোগকে	অভিযোগ
2546	অভিযোগগুলো	অভিযোগ
2547	অভিযোগটি	অভিযোগ
2548	অভিযোগে	অভিযোগ
2549	অভিযোগের	অভিযোগ
2550	অভিযোগ	অভিযোগ
2551	অভিযোগকারী	অভিযোগকারী
2552	অভিযোগকারীকে	অভিযোগকারী
2553	অভিযোগকারীকেই	অভিযোগকারী
2554	অভিযোগকারীদের	অভিযোগকারী
2555	অভিযোগকারীর	অভিযোগকারী
2556	অভিযোগকারীরা	অভিযোগকারী
2557	অভিযোগে	অভিযোগ
2558	অভিযোজন	অভিযোজন
2559	অভিযোজনক্ষমতা	অভিযোজন
2560	অভিযোজনবাবদ	অভিযোজন
2561	অভিযোজনবিষয়ক	অভিযোজন
2562	অভিযোজনসহ	অভিযোজন
2563	অভিযোজনসহকারে	অভিযোজন
2564	অভিলাষ	অভিলাষ
2565	অভিলাষও	অভিলাষ
2566	অভিলাষকে	অভিলাষ
2567	অভিলাষিণী	অভিলাষ
2568	অভিলাষী	অভিলাষ
2569	অভিলাষের	অভিলাষ
2570	অভিশংসকদের	অভিশংসন
2571	অভিশংসকেরা	অভিশংসন
2572	অভিশংসন	অভিশংসন
2573	অভিশংসনযোগ্য	অভিশংসন
2574	অভিশংসনের	অভিশংসন
2575	অভিশপ্ত	অভিশপ্ত
2576	অভিশপ্তই	অভিশপ্ত
2577	অভিশপ্তরা	অভিশপ্ত
2578	অভিশম্পাত	অভিশপ্ত
2579	অভিশাপ	অভিশাপ
2580	অভিশাপই	অভিশাপ
2581	অভিশাপটা	অভিশাপ
2582	অভিশাপটি	অভিশাপ
2583	অভিশাপে	অভিশাপ
2584	অভিশাপের	অভিশাপ
2585	অভিষিক্ত	অভিষিক্ত
2586	অভিষিক্তকে	অভিষিক্ত
2587	অভিষিক্তর	অভিষিক্ত
2588	অভিষিক্তের	অভিষিক্ত
2589	অভিষেক	অভিষেক
2590	অভিষেকই	অভিষেক
2591	অভিষেকও	অভিষেক
2592	অভিষেককে	অভিষেক
2593	অভিষেককেও	অভিষেক
2594	অভিষেকটা	অভিষেক
2595	অভিসন্ধি	অভিসন্ধি
2596	অভিসন্ধিমূলক	অভিসন্ধি
2597	অভিসন্ধিমূলকই	অভিসন্ধি
2598	অভিসন্ধির	অভিসন্ধি
2599	অভিসন্ধিরই	অভিসন্ধি
2600	অভিসার	অভিসার
2601	অভিসারক	অভিসার
2602	অভিসারী	অভিসার
2603	অভিসারে	অভিসার
2604	অভিসারেই	অভিসার
2605	অভিসারের	অভিসার
2606	অভিহিত	অভিহিত
2607	অভূত	অভূত
2608	অভূতপূর্ব	অভূত
2609	অভূতপূর্বই	অভূত
2610	অভূতপূর্বভাবে	অভূত
2611	অভেদ	অভেদ
2612	অভেদতত্ত্বের	অভেদ
2613	অভেদে	অভেদ
2614	অভেদ্য	অভেদ
2615	অভ্যন্তর	অভ্যন্তর
2616	অভ্যন্তরভাগ	অভ্যন্তর
2617	অভ্যন্তরস্থ	অভ্যন্তর
2618	অভ্যন্তরীণ	অভ্যন্তর
2619	অভ্যন্তরীণবিষয়ক	অভ্যন্তর
2620	অভ্যন্তরীণভাবে	অভ্যন্তর
2621	অভ্যন্তরীন	অভ্যন্তর
2622	অভ্যন্তরেও	অভ্যন্তর
2623	অভ্যন্তরের	অভ্যন্তর
2624	অভ্যর্থনা	অভ্যর্থনা
2625	অভ্যর্থনাই	অভ্যর্থনা
2626	অভ্যর্থনাও	অভ্যর্থনা
2627	অভ্যর্থনাকক্ষ	অভ্যর্থনা
2628	অভ্যর্থনাটা	অভ্যর্থনা
2629	অভ্যর্থনার	অভ্যর্থনা
2630	অভ্যর্থনায়	অভ্যর্থনা
2631	অভ্যস্ত	অভ্যস্ত
2632	অভ্যস্ততা	অভ্যস্ত
2633	অভ্যস্ততার	অভ্যস্ত
2634	অভ্যস্ততায়	অভ্যস্ত
2635	অভ্যস্তরা	অভ্যস্ত
2636	অভ্যাগত	অভ্যাগত
2637	অভ্যাগতদের	অভ্যাগত
2638	অভ্যাগতরা	অভ্যাগত
2639	অভ্যাগতের	অভ্যাগত
2640	অভ্যাস	অভ্যাস
2641	অভ্যাসই	অভ্যাস
2642	অভ্যাসও	অভ্যাস
2643	অভ্যাসকারী	অভ্যাস
2644	অভ্যাসকে	অভ্যাস
2645	অভ্যাসকেই	অভ্যাস
2646	অভ্যাসগত	অভ্যাস
2647	অভ্যাসটাও	অভ্যাস
2648	অভ্যুদয়ের	অভ্যুদয়
2649	অভ্যেস	অভ্যেস
2650	অভ্র	অভ্র
2651	অভ্রংলিহ	অভ্র
2652	অভ্রকে	অভ্র
2653	অভ্রজ্যোতি	অভ্র
2654	অভ্রজ্যোতির	অভ্র
2655	অভ্রতে	অভ্র
2656	অভ্রভেদ	অভ্রভেদ
2657	অভ্রভেদী	অভ্র
2658	অভ্রর	অভ্র
2659	অভয়	অভয়
2660	অভয়ই	অভয়
2661	অভয়দান	অভয়দান
2662	অভয়পাশা	অভয়
2663	অভয়বাক্য	অভয়
2664	অভয়বাণী	অভয়
2665	অভয়রাণ্য	অভয়
2666	অভয়স্থল	অভয়
